@relation v1

@attribute id real
@attribute type real
@attribute language real
@attribute parent_id real
@attribute pub_date real
@attribute rec_date real
@attribute category_id real
@attribute author_id real
@attribute views real

@data
7321,7,4,7226,14280,14166,219,4575,69
7322,7,4,7226,14280,13983,219,4577,7
7323,7,4,7226,14280,14168,219,4577,17
7324,7,4,7226,14280,14168,219,4578,75
7333,16,1,6370,14285,13082,59,4581,353
7334,16,1,6370,14285,13087,59,4581,872
7335,16,1,6370,14285,13089,59,4581,881
7336,16,1,6370,14285,13094,59,4581,880
7337,16,1,6370,14285,13096,59,4581,425
7338,16,1,6370,14285,13103,59,4581,513
7339,16,1,6370,14285,13101,59,4581,776
7340,16,1,6370,14285,13108,59,4581,404
7341,16,1,6370,14285,13122,59,4581,558
7342,16,1,6370,14285,13124,59,4581,666
7343,16,1,6370,14285,13129,59,4581,765
7344,16,1,6370,14285,13131,59,4581,453
7345,16,1,6370,14285,10844,59,4581,865
7346,16,1,6370,14285,10847,59,4581,542
7347,16,1,6370,14285,10850,59,4581,760
7348,16,1,6370,14285,10852,59,4581,564
7349,16,1,6370,14285,10854,59,4581,472
7350,16,1,6370,14285,10856,59,4581,812
7351,16,1,6370,14285,10858,59,4581,902
7352,16,1,6370,14285,10861,59,4581,518
7353,16,1,6370,14285,10863,59,4581,214
7354,16,1,6370,14285,10865,59,4581,183
7355,16,1,6370,14285,10868,59,4581,1005
7356,16,1,6370,14285,10874,59,4581,855
7357,16,1,6370,14285,10877,59,4581,818
7358,16,1,6370,14285,10879,59,4581,385
7359,16,1,6370,14285,10882,59,4581,764
7360,16,1,6370,14285,10884,59,4581,4735
7361,16,1,6370,14285,10886,59,4581,536
7362,16,1,6370,14285,10889,59,4581,349
7363,16,1,6370,14285,10891,59,4581,1877
7366,16,1,6370,14285,10893,59,4581,348
7367,16,1,6370,14285,10896,59,4581,492
7368,16,1,6370,14286,13126,59,4581,156
7372,7,13,7371,14280,14109,219,4583,18
7373,7,13,7371,14280,14109,211,4584,18
7374,7,13,7371,14280,11382,219,4585,12
7375,7,13,7371,14280,14109,219,4586,11
7376,7,13,7371,14280,11242,219,4587,9
7377,7,13,7371,14280,14105,219,4588,18
7378,7,13,7371,14280,14049,58,4589,20
7379,7,13,7371,14280,14196,219,4587,3
7380,7,13,7371,14280,14182,219,4590,42
7381,7,13,7371,14280,14147,219,4591,13
7382,7,1,6583,14280,14126,269,4592,1408
7389,16,1,6515,14300,14155,90,4907,297
7390,16,1,6515,14300,14155,90,4908,32
7392,16,1,6515,14300,14155,90,4909,35
7393,16,1,6515,14300,14155,90,4910,250
7394,16,1,6515,14300,14155,90,4911,18
7395,16,1,6515,14300,14155,90,4912,22
7396,15,1,6515,14300,14155,90,4906,48
7397,16,1,6515,14300,14155,90,4913,22
7398,16,1,6515,14300,14155,90,4914,41
7399,16,1,6515,14300,14155,90,4915,39
7400,13,1,6515,14300,14155,90,4909,29
7401,13,1,6515,14300,14155,90,4912,9
7402,13,1,6515,14300,14155,90,4915,14
7403,9,1,6515,14300,14155,90,4905,47
7405,7,4,7391,14280,14014,219,4594,22
7406,7,4,7391,14280,14042,219,4595,31
7407,7,4,7391,14280,14007,219,4596,5
7408,7,4,7391,14280,14182,219,4285,18
7409,7,4,7391,14280,14196,219,4517,37
7410,7,4,7391,14280,14028,219,4597,54
7411,7,4,7391,14280,14189,219,4598,22
7417,7,1,7412,14339,14041,229,4599,66
7418,7,1,7412,14339,14041,229,4600,81
7419,7,1,7412,14339,14041,229,4601,42
7420,7,1,7412,14339,14041,229,4602,32
7421,7,1,7412,14339,14041,229,4603,22
7422,7,1,7412,14339,14041,229,4502,52
7437,15,4,7436,14286,13124,231,4606,65
7438,16,1,7436,14286,14217,231,4607,88
7439,16,12,7436,14286,14217,231,4608,15
7440,16,1,7436,14286,14217,231,4609,67
7441,16,1,7436,14286,14217,231,4610,222
7442,16,1,7436,14286,14217,231,4614,112
7443,16,1,7436,14286,14217,231,4613,45
7444,16,1,7436,14286,14217,231,4615,104
7445,13,1,7436,14286,13122,231,4616,25
7446,4,1,7436,14286,14217,231,4624,71
7447,4,1,7436,14286,14218,231,4625,44
7448,4,1,7436,14308,14218,231,4626,61
7449,4,12,7436,14286,14218,231,4627,10
7451,4,1,7436,14286,14218,231,4629,22
7452,4,1,7436,14286,14218,231,4630,31
7453,16,1,6877,14403,14196,231,2344,58
7454,16,1,6877,14403,14222,173,2344,39
7455,16,1,6877,14403,14140,173,2344,9
7456,16,3,6877,14403,14209,173,2344,15
7462,16,3,3783,14287,14218,31,4611,110
7463,16,3,3783,14287,14218,31,4612,178
7464,9,3,6767,14294,14207,92,1398,24
7465,16,8,6767,14294,14207,92,4647,36
7466,4,3,6767,14294,14207,2,4651,143
7467,4,1,7436,14287,14217,231,4631,35
7468,4,1,7436,14287,14217,231,4632,36
7469,4,1,7436,14287,14217,231,4633,26
7470,4,12,7436,14287,14217,231,4634,133
7471,4,1,7436,14287,14217,231,4635,57
7476,16,12,7436,14287,14218,231,4636,16
7477,16,1,7436,14287,14218,231,4642,85
7480,16,1,7436,14287,14214,231,4613,7
7481,16,1,7436,14287,14221,231,4644,228
7482,16,1,7436,14287,14218,231,4940,63
7483,16,1,7436,14287,14218,231,2700,44
7484,16,1,7436,14287,14218,231,4645,30
7491,16,1,7461,14291,14281,172,4668,176
7492,16,1,7461,14291,14281,172,4669,53
7493,16,3,7461,14291,14281,172,4670,85
7494,16,3,7461,14291,14281,172,4671,124
7495,16,3,7461,14291,14281,172,4672,108
7496,16,3,7461,14291,14281,172,227,257
7497,16,3,7461,14291,14281,172,1388,210
7498,16,3,7461,14291,14281,172,1224,33
7499,4,3,7461,14291,14279,172,4669,55
7529,16,1,6318,14350,13579,266,4666,972
7530,16,1,6318,14350,13609,266,4666,253
7531,16,1,6318,14350,12298,266,4666,134
7532,16,3,196,14291,14281,91,4667,286
7533,16,1,6318,14350,12303,266,4666,256
7534,16,1,6318,14350,12305,266,4666,138
7535,16,1,6318,14350,12310,266,4666,110
7536,16,1,6318,14350,12312,266,4666,56
7537,16,1,6318,14350,12319,266,4666,486
7538,16,1,6318,14350,12324,266,4666,248
7539,16,1,6318,14350,12326,266,4666,100
7540,16,1,6318,14350,12333,266,4666,168
7541,16,1,6318,14350,12340,266,4666,618
7542,16,1,6318,14350,12345,266,4666,266
7543,16,1,6318,14350,12347,266,4666,291
7544,14,1,7229,14335,14270,49,629,408
7545,14,1,7229,14335,14272,25,1535,339
7546,14,1,7229,14335,14272,268,325,201
7547,14,1,7229,14335,14273,268,4673,299
7548,14,1,7229,14335,14278,16,4674,582
7549,14,1,7229,14335,14281,268,4675,2053
7550,14,1,7229,14335,14272,71,4676,1250
7551,14,1,7229,14335,14274,115,1624,588
7552,14,1,7229,14335,14280,126,4677,453
7553,14,1,7229,14335,14280,36,2669,911
7554,16,1,6318,14350,12352,266,4666,61
7555,14,1,7229,14350,14331,268,4678,670
7556,14,1,7229,14335,14271,268,4679,1309
7557,14,1,7229,14335,14274,268,4680,1358
7558,16,1,6318,14350,12354,266,4666,43
7559,14,1,7229,14335,14277,268,4681,209
7560,14,1,7229,14335,14279,268,4682,170
7561,14,1,7229,14335,14270,136,405,412
7562,14,1,7229,14335,14272,268,4683,572
7563,14,1,7229,14350,14331,268,4685,197
7564,16,1,6318,14350,12359,266,4666,32
7565,16,1,6318,14350,14270,266,4666,56
7566,16,1,6318,14350,12361,266,4666,88
7567,16,1,6318,14350,14277,266,4666,620
7568,16,1,6318,14350,12373,266,4666,487
7569,16,1,6318,14350,12375,266,4666,78
7570,16,1,6318,14350,12380,266,4666,137
7571,16,1,6318,14350,12382,266,4666,159
7572,9,1,6853,14332,14314,156,4693,64
7575,16,1,6853,14332,14217,156,4695,37
7576,16,1,6853,14332,14217,156,4697,155
7577,16,1,6853,14332,14218,156,4698,101
7578,16,1,6853,14332,14218,156,4699,127
7579,16,1,6853,14332,14218,156,4700,78
7580,16,1,6853,14332,14218,156,4701,119
7581,16,1,6853,14332,14218,156,4703,55
7582,16,1,6853,14332,14218,156,4704,54
7583,16,1,6853,14332,14218,156,4705,63
7584,16,1,6853,14332,14218,156,4706,35
7585,16,1,6853,14332,14218,156,4707,58
7586,16,1,6853,14332,14218,156,4708,104
7587,16,1,6853,14332,14219,156,4709,81
7588,16,1,6853,14332,14219,156,4690,36
7589,16,1,6853,14332,14219,156,4710,25
7590,16,1,6853,14332,14219,156,4711,72
7591,16,1,6853,14332,14219,173,4712,87
7592,16,1,6853,14332,14219,156,4713,44
7593,15,1,6853,14332,14217,156,4714,116
7594,15,9,6853,14332,14217,156,4715,87
7596,16,1,6853,14332,14219,156,4717,10
7598,16,1,6853,14332,14219,156,4719,94
7599,16,1,6853,14332,14061,156,4720,101
7600,16,1,6853,14332,14061,156,4721,73
7601,16,1,6853,14332,14062,156,4722,234
7602,13,1,6853,14332,14217,156,4724,552
7642,16,1,7502,14410,13941,58,4702,741
7643,16,1,7502,14410,13948,58,4702,327
7644,16,1,7502,14410,13955,58,4776,263
7645,16,1,7502,14410,13962,58,4702,418
7647,16,1,7502,14410,13969,58,4702,124
7649,16,1,7502,14410,13976,58,4884,460
7650,16,1,7502,14410,13983,58,4884,115
7652,16,1,7502,14410,13990,58,4884,146
7655,16,1,7502,14410,13997,58,4884,333
7657,16,1,7502,14410,13997,58,4884,187
7658,16,1,7502,14410,13997,58,4884,60
7660,16,1,7502,14410,13997,58,4884,43
7662,16,1,7502,14410,13997,58,4884,281
7663,16,1,7502,14410,13997,58,4702,65
7665,16,1,7502,14410,13997,58,4702,100
7666,16,1,7502,14410,13997,58,4702,55
7667,16,1,7502,14410,13997,58,4702,63
7668,16,1,7502,14410,13997,58,4884,62
7669,16,1,7502,14410,13997,58,4702,358
7670,16,1,7502,14410,13997,58,4702,61
7671,16,1,7502,14410,13997,58,4884,54
7672,16,1,7502,14410,13997,58,4884,90
7673,16,1,7502,14410,13997,58,4702,76
7674,16,1,7502,14410,13997,58,4884,378
7675,16,1,7502,14410,13997,58,4884,133
7676,16,1,7502,14410,13997,58,4702,85
7677,16,1,7502,14410,13997,58,4884,118
7678,16,1,7502,14410,13997,58,4884,19
7679,16,1,7502,14410,13997,58,4884,24
7680,16,1,7502,14410,13997,58,4884,245
7681,16,1,7502,14410,13997,58,4702,61
7682,16,1,7502,14410,13997,58,4702,40
7683,16,1,7502,14410,13997,58,4702,28
7684,16,1,7502,14410,13997,58,4702,35
7685,16,1,7502,14410,13997,58,4702,166
7686,16,1,7502,14410,13997,58,4702,36
7775,15,1,7460,14315,12671,214,4770,355
7850,7,1,6583,14296,13868,91,4877,478
8086,16,1,7768,14314,14123,35,3843,229
8087,16,1,7768,14314,14123,27,828,78
8088,16,1,7768,14314,14124,27,4166,73
8089,16,1,7768,14314,14124,42,4151,83
8090,16,1,7768,14314,14125,135,4930,107
8091,16,1,7768,14314,14125,27,4931,23
8092,16,1,7768,14314,14126,27,4932,70
8093,16,1,7768,14314,14126,150,4933,112
8094,16,1,7768,14314,14126,27,4934,21
8095,16,1,7768,14314,14126,27,4937,50
8096,16,1,7768,14314,14127,27,4305,66
8097,16,1,7768,14314,14127,214,3443,88
8154,16,3,7761,14332,14306,172,1388,118
8155,16,3,7761,14332,14307,172,5048,61
8156,16,3,7761,14332,14307,172,5049,11
8157,16,3,7761,14332,14308,172,5050,22
8159,16,3,7761,14332,14308,240,5051,130
8160,16,3,7761,14332,14309,172,5052,31
8161,16,3,7761,14332,14309,172,5053,34
8162,16,3,7761,14332,14309,240,5054,58
8163,16,3,7761,14332,14309,172,5055,52
8164,16,3,7761,14332,14158,172,5056,20
8165,16,3,7761,14332,14291,172,1408,99
8166,16,3,7761,14332,14158,240,1380,94
8167,16,3,7761,14332,13818,172,5057,110
8168,16,3,7761,14332,13832,172,5058,101
8169,16,3,7761,14332,14315,172,5059,128
8186,16,3,6584,14321,14285,2,958,48
8188,16,3,8273,14322,14321,168,5015,842
8195,7,1,6583,14330,14155,156,1783,190
8197,16,3,6359,14330,14195,151,5060,45
8198,16,1,6359,14330,14259,59,5061,74
8200,16,1,8147,14332,14063,155,5062,186
8201,16,1,8147,14332,14063,155,5062,69
8202,16,1,8147,14332,14064,155,5063,113
8203,16,1,8147,14332,14067,155,2797,243
8204,16,1,8147,14332,14068,27,5068,57
8205,16,1,8147,14332,14068,27,4202,66
8206,16,1,8147,14332,14069,155,5069,116
8207,16,1,8147,14332,14070,155,5069,74
8208,16,1,8147,14332,14070,155,5070,30
8209,16,1,8147,14332,14071,155,935,54
8210,16,1,8147,14332,14071,155,5071,65
8211,16,1,8147,14332,14305,155,5072,61
